;;;COD. ARTIC.;NOMBRE;;STOCK;;;;LISTA 1;;LISTA 2;;LISTA 3;;LISTA 4;CATEGORIA;;;;;;;;;;;;;
1279;;1279;1381;PAD P/MOUSE CDTEK GEL SILICONA;;0,0000;21;382,80;70,00;787,42;60,00;741,10;30,00;602,14;100,00;926,38;PAD PARA MOUSE;;;;1;3,30;0,00;463,19;0,00;463,19;1;0;1;0
1280;;1280;1382;MICRO AMD RYZEN 7 5800X 4.7GHz AM4 8 CORE;;0,0000;10,5;54520,00;50,00;90366,90;40,00;84342,44;30,00;78317,98;20,00;72293,52;PROCESADOR;;;;1;470,00;0,00;60244,60;0,00;60244,60;1;0;1;1
1281;;1281;1383;MICRO AMD RYZEN 9 5900X 3.7GHz AM4 37Ghz 12C24T;;0,0000;10,5;63800,00;50,00;105748,50;40,00;98698,60;30,00;91648,70;20,00;84598,80;PROCESADOR;;;;1;550,00;0,00;70499,00;0,00;70499,00;1;0;1;1
1284;;1284;1386;PRECINTOS PLASTICOS 25CM X 100 UNIDADES;;0,0000;21;440,80;70,00;906,73;60,00;853,39;30,00;693,38;100,00;1066,74;ARTICULOS DE LIBRERIA;;;;1;3,80;0,00;533,37;0,00;533,37;1;0;1;0
1285;;1285;1387;TIMBRE INALAMBRICO ALCANCE 100 M;;20,000;10,5;696,00;70,00;1307,44;60,00;1230,53;50,00;1153,62;30,00;999,80;ARTICULOS VARIOS;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
1286;;1286;1388;IMPRESORA TERM. HONEYWELL PC42T PLUS USB BUJE 1/2;;0,0000;10,5;19720,00;50,00;32685,90;40,00;30506,84;30,00;28327,78;20,00;26148,72;IMPRESORA MATRIZ DE PUNTO;;;;1;170,00;0,00;21790,60;0,00;21790,60;1;0;1;1
1287;;1287;1389;PAPEL FOTO GLOSSY A4 200G 20H MGN;;30,000;21;232,00;70,00;477,22;50,00;421,08;30,00;364,94;100,00;561,44;ARTICULOS DE LIBRERIA;;;;1;2,00;0,00;280,72;0,00;280,72;1;0;1;0
1288;;1288;1390;CCTV FUENTE DE ALIMENTACION 12V 5A ;;220,000;21;1160,00;70,00;2386,12;60,00;2245,76;50,00;2105,40;30,00;1824,68;SEGURIDAD;;;;1;10,00;0,00;1403,60;0,00;1403,60;1;0;1;0
1289;;1289;1391;SWICHT TP-LINK TL-SG1005D 10/100/1000 5P GIGA;;100,000;10,5;1972,00;50,00;3268,59;40,00;3050,68;30,00;2832,78;20,00;2614,87;CONECTIVIDAD;;;;1;17,00;0,00;2179,06;0,00;2179,06;1;1;1;1
1290;;1290;1392;"HDD WD 3.5"" BLUE 4TB SATA 5400 64 MB";;0,0000;10,5;11020,00;50,00;18265,65;40,00;17047,94;30,00;15830,23;70,00;20701,07;DISCO SATA Y USB;;;;1;95,00;0,00;12177,10;0,00;12177,10;1;0;1;1
1291;;1291;1393;"HDD SEGATE 3.5"" 4TB SATA 6 GBS 64 MB";;0,0000;10,5;10788,00;50,00;17881,11;40,00;16689,04;30,00;15496,96;70,00;20265,26;DISCO SATA Y USB;;;;1;93,00;0,00;11920,74;0,00;11920,74;1;0;1;1
1292;;1292;1394;CCTV BALUN PASIVO HD-CVI/TVI/AHD/ANALOGICO;;0,0000;21;208,80;50,00;378,97;40,00;353,71;30,00;328,44;20,00;303,18;SEGURIDAD;;;;1;1,80;0,00;252,65;0,00;252,65;1;0;1;0
1293;;1293;1395;TECLADO ORIGINAL ACER ASPIRE 5542 5538 5542g 5810+;;0,0000;10,5;2900,00;50,00;4806,75;30,00;4165,85;20,00;3845,40;100,00;6409,00;ACCESORIO NOTEBOOK/TABLET;;;;1;25,00;0,00;3204,50;0,00;3204,50;1;0;1;0
1294;;1294;1396;TONER ALTER. HP 55X LASERJET P3015DN ;;20,000;21;1740,00;70,00;3579,18;60,00;3368,64;50,00;3158,10;30,00;2737,02;CARTUCHO TONER;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;1;1;0
1295;;1295;1397;CARTUCHO ALTER. EPSON 133 NEGRO;;60,000;10,5;116,00;70,00;217,91;60,00;205,09;30,00;166,63;100,00;256,36;CARTUCHO TINTA;;;;1;1,00;0,00;128,18;0,00;128,18;1;1;1;0
1296;;1296;1398;JOYSTICK PS2 BLISTER AMARILLO;;50,000;10,5;2320,00;0,00;2563,60;0,00;2563,60;0,00;2563,60;0,00;2563,60;ACCESORIO GAMER;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1297;;1297;1399;FILM HYDROGEL COMUN;;1,100,000;21;313,20;250,00;1326,40;200,00;1136,92;150,00;947,43;100,00;757,94;FILM HYDROGEL;;;;1;2,70;0,00;378,97;0,00;378,97;1;0;1;0
1298;;1298;1400;RAM HP DDR4 16GB 3600MHZ RGB V8;;0,0000;10,5;10324,00;50,00;17112,03;40,00;15971,23;30,00;14830,43;20,00;13689,62;RAM;;;;1;89,00;0,00;11408,02;0,00;11408,02;1;1;1;0
1299;;1299;1401;CABLE TIPO C 3A MOTOROLA;;20,000;10,5;208,80;70,00;392,23;60,00;369,16;50,00;346,09;30,00;299,94;PLOTTER;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
1300;;1300;1402;TABLET LENOVO K10 10.3 WIFI 4GB 64GB TB-X6C6F;;20,000;10,5;32480,00;50,00;53835,60;40,00;50246,56;30,00;46657,52;20,00;43068,48;TABLET;;;;1;280,00;0,00;35890,40;0,00;35890,40;1;0;1;1
1301;;1301;1403;"TABLET 2 EN 1 LENOVO 10.1"" IP D330-10IGL 4GB 64GB ";;10,000;10,5;20416,00;50,00;33839,52;40,00;31583,55;30,00;29327,58;20,00;27071,62;TABLET;;;;1;176,00;0,00;22559,68;0,00;22559,68;1;0;1;1
1302;;1302;1404;MOTHER AM4 MSI B550M PRO-VDH;;0,0000;10,5;12180,00;50,00;20188,35;40,00;18842,46;30,00;17496,57;20,00;16150,68;MOTHERBOARD;;;;1;105,00;0,00;13458,90;0,00;13458,90;1;0;1;1
1303;;1303;1405;SSD KINGSTON M.2 120GB A400 ;;30,000;10,5;3596,00;50,00;5960,37;40,00;5563,01;30,00;5165,65;20,00;4768,30;DISCO SATA Y USB;;;;1;31,00;0,00;3973,58;0,00;3973,58;1;0;1;1
1304;;1304;1406;PLACA DE AUDIO GTC USB 7.1 ;;120,000;10,5;348,00;70,00;653,72;60,00;615,26;50,00;576,81;30,00;499,90;PLACA DE AUDIO Y DATOS;;;;1;3,00;0,00;384,54;0,00;384,54;1;0;1;0
1305;;1305;1407;CABLE GTC PREMIUM USB A IPHONE 1M;;230,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CABLE DE DATOS;;;;1;1,50;0,00;210,54;0,00;210,54;1;0;1;0
1306;;1306;1408;FICHA OTG USB 3.0 HEMBRA A TIPO C;;40,000;10,5;127,60;70,00;239,70;60,00;225,60;50,00;211,50;30,00;183,30;CABLE DE DATOS;;;;1;1,10;0,00;141,00;0,00;141,00;1;0;1;0
1307;;1307;1409;CARGADOR NOTEBOOK LENOVO 20V 2.25A 45W Pin Ultrabo;;0,0000;10,5;2900,00;70,00;5447,65;50,00;4806,75;30,00;4165,85;100,00;6409,00;ACCESORIO NOTEBOOK/TABLET;;;;1;25,00;0,00;3204,50;0,00;3204,50;1;0;1;0
1308;;1308;1410;MOUSE GENIUS DX-110 USB BLACK;;0,0000;10,5;348,00;50,00;576,81;40,00;538,36;30,00;499,90;20,00;461,45;MOUSE;;;;1;3,00;0,00;384,54;0,00;384,54;1;1;1;0
1309;;1309;1411;ANTIVIRUS ESET ENDPOINT 12 MESES;;0,0000;21;3480,00;50,00;6316,20;40,00;5895,12;30,00;5474,04;70,00;7158,36;SOFTWARE;;;;1;30,00;0,00;4210,80;0,00;4210,80;1;0;1;0
1310;;1310;1412;FILM HYDROGEL SCREEN POSTERIOR;;450,000;21;464,00;150,00;1403,60;100,00;1122,88;80,00;1010,59;50,00;842,16;FILM HYDROGEL;;;;1;4,00;0,00;561,44;0,00;561,44;1;0;1;0
1311;;1311;1413;ADAPTADOR SWITCH HDMI 3X1;;10,000;10,5;928,00;70,00;1743,25;50,00;1538,16;30,00;1333,07;100,00;2050,88;CABLE DE VIDEO;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
1312;;1312;1414;"CONSOLA PORTATIL GTC 2.5"" JPG-025 268 JUEGOS DE NE";;20,000;21;1856,00;70,00;3817,79;60,00;3593,22;50,00;3368,64;30,00;2919,49;ACCESORIO GAMER;;;;1;16,00;0,00;2245,76;0,00;2245,76;1;0;1;0
1313;;1313;1415;NB HP 15.6 250 I7-1065G7 1T SSD256G 8GB W10PRO;;0,0000;10,5;116000,00;50,00;192270,00;40,00;179452,00;30,00;166634,00;20,00;153816,00;NOTEBOOK;;;;1;1000,00;0,00;128180,00;0,00;128180,00;1;0;1;1
1314;;1314;1416;SMARTWATCH SMA BW33A AZUL;;50,000;10,5;3132,00;50,00;5191,29;40,00;4845,20;30,00;4499,12;20,00;4153,03;RELOJ SMARTWATCH;;;;1;27,00;0,00;3460,86;0,00;3460,86;1;0;1;1
1315;;1315;1417;RELOJ SMART WATCH IMILAB KW66 NEG Y VER;;40,000;10,5;4408,00;50,00;7306,26;40,00;6819,18;30,00;6332,09;20,00;5845,01;RELOJ SMARTWATCH;;;;1;38,00;0,00;4870,84;0,00;4870,84;1;0;1;1
1316;;1316;1418;BASE P/NOTEBOOK GTC CPG-011 METAL NEGRO C/ LUZ;;10,000;10,5;928,00;70,00;1743,25;60,00;1640,70;50,00;1538,16;30,00;1333,07;ACCESORIO NOTEBOOK/TABLET;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
1317;;1317;1419;CARTUCHO HP 954XL AMARILLO;;0,0000;10,5;4872,00;70,00;9152,05;50,00;8075,34;30,00;6998,63;100,00;10767,12;CARTUCHO TINTA;;;;1;42,00;0,00;5383,56;0,00;5383,56;1;1;1;0
1318;;1318;1420;CARTUCHO HP 954XL NEGRO;;0,0000;10,5;6380,00;70,00;11984,83;50,00;10574,85;30,00;9164,87;100,00;14099,80;CARTUCHO TINTA;;;;1;55,00;0,00;7049,90;0,00;7049,90;1;1;1;0
1319;;1319;1421;CARTUCHO HP 954XL CIAN;;0,0000;10,5;4872,00;70,00;9152,05;50,00;8075,34;30,00;6998,63;100,00;10767,12;CARTUCHO TINTA;;;;1;42,00;0,00;5383,56;0,00;5383,56;1;1;1;0
1320;;1320;1422;GABINETE TT H200 TG NEGRO - RGB;;20,000;10,5;9280,00;10,00;11279,84;0,00;10254,40;0,00;10254,40;0,00;10254,40;GABINETE;;;;1;80,00;0,00;10254,40;0,00;10254,40;1;1;1;0
1321;;1321;1423;"AIO HP 200G8 20.7""CELERON J4025 4GB 1TB ";;40,000;10,5;38280,00;50,00;63449,10;40,00;59219,16;30,00;54989,22;20,00;50759,28;NOTEBOOK;;;;1;330,00;0,00;42299,40;0,00;42299,40;1;0;1;1
1322;;1322;1424;LIMPIA PANTALLAS LGFLEX SCREEN 100CC;;110,000;10,5;255,20;100,00;563,99;80,00;507,59;50,00;422,99;150,00;704,99;ARTICULOS VARIOS;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
1323;;1323;1425;TECLADO NETBOOK BANGHO SUMA 100;;0,0000;21;1972,00;70,00;4056,40;60,00;3817,79;30,00;3101,96;70,00;4056,40;REPUESTOS;;;;1;17,00;0,00;2386,12;0,00;2386,12;1;0;1;0
1324;;1324;1426;GABINETE AEROCOOL SHARD BLACK TEMPERED GLASS + 4 F;;0,0000;10,5;6496,00;50,00;10767,12;40,00;10049,31;30,00;9331,50;20,00;8613,70;GABINETE;;;;1;56,00;0,00;7178,08;0,00;7178,08;1;1;1;0
1325;;1325;1427;TECLADO LOGITECH K780 INALAMBRICO MULTI-DEVICE;;20,000;10,5;6960,00;50,00;11536,20;40,00;10767,12;30,00;9998,04;30,00;9998,04;TECLADO;;;;1;60,00;0,00;7690,80;0,00;7690,80;1;0;1;0
1326;;1326;1428;TECLADO NOTEBOOK Lenovo G480 Z380 Z480 Z485 G485 E;;0,0000;21;2784,00;50,00;5052,96;40,00;4716,10;30,00;4379,23;20,00;4042,37;REPUESTOS;;;;1;24,00;0,00;3368,64;0,00;3368,64;1;0;1;0
1327;;1327;1429;PASTA TERMICA BLANCA B30 JERINGA 4 GRAMOS;;200,000;10,5;185,60;70,00;348,65;60,00;328,14;50,00;307,63;30,00;266,61;ARTICULOS VARIOS;;;;1;1,60;0,00;205,09;0,00;205,09;1;0;1;0
1328;;1328;1430;TONER ALTER. HP 87A M527/506/520/527;;40,000;21;1508,00;70,00;3101,96;60,00;2919,49;50,00;2737,02;30,00;2372,08;CARTUCHO TONER;;;;1;13,00;0,00;1824,68;0,00;1824,68;1;1;1;0
1329;;1329;1431;TONER ALTER. BROTHER TN720/750/780 HL- 8150/ 8155/;;40,000;21;928,00;70,00;1908,90;60,00;1796,61;50,00;1684,32;30,00;1459,74;CARTUCHO TONER;;;;1;8,00;0,00;1122,88;0,00;1122,88;1;1;1;0
1330;;1330;1432;FUENTE SENTEY 630W XCP630-TS;;30,000;10,5;5800,00;30,00;8331,70;20,00;7690,80;10,00;7049,90;10,00;7049,90;FUENTE;;;;1;50,00;0,00;6409,00;0,00;6409,00;1;1;1;0
1331;;1331;1433;GABINETE SENTEY K20 4297-SF RGB TEMPLADO S/FUENTE;;90,000;10,5;9976,00;20,00;13228,18;20,00;13228,18;20,00;13228,18;20,00;13228,18;GABINETE;;;;1;86,00;0,00;11023,48;0,00;11023,48;1;1;1;0
1332;;1332;1434;MOTHER AM4 ASUS TUF B450M-PLUS II GAMING;;30,000;10,5;11020,00;50,00;18265,65;40,00;17047,94;30,00;15830,23;20,00;14612,52;MOTHERBOARD;;;;1;95,00;0,00;12177,10;0,00;12177,10;1;0;1;1
1333;;1333;1435;PAPEL AUTOADHESIVO MATTE 110GR 20H A4;;50,000;21;232,00;70,00;477,22;50,00;421,08;30,00;364,94;100,00;561,44;ARTICULOS DE LIBRERIA;;;;1;2,00;0,00;280,72;0,00;280,72;1;0;1;0
1334;;1334;1436;TINTA ALTER. EPSON 664 70ML CIAN;;260,000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
1335;;1335;1437;TINTA ALTER. EPSON 664 70ML MAGENTA;;190,000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
1336;;1336;1438;TINTA ALTER. EPSON 664 70ML AMARILLO;;260,000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
1337;;1337;1439;TINTA ALTER. EPSON 100ML NEGRA;;10,000;21;174,00;70,00;357,92;50,00;315,81;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1339;;1339;1441;TINTA ALTER. EPSON 544 70ML CIAN;;150,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1340;;1340;1442;TINTA ALTER. EPSON 544 70ML MAGENTA;;120,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1341;;1341;1443;TINTA ALTER. EPSON 544 70ML AMARILLO;;70,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1342;;1342;1444;TINTA ALTER. EPSON 504 140ML NEGRO;;230,000;21;464,00;70,00;954,45;60,00;898,30;50,00;842,16;30,00;729,87;CARTUCHO TINTA;;;;1;4,00;0,00;561,44;0,00;561,44;1;1;1;0
1343;;1343;1445;TINTA ALTER. EPSON 504 70ML MAGENTA;;120,000;21;174,00;70,00;357,92;60,00;336,86;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1344;;1344;1446;TINTA ALTER. EPSON 504 70ML AMARILLO;;120,000;21;174,00;70,00;357,92;60,00;336,86;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1345;;1345;1447;TINTA ALTER. EPSON 504 70ML CIAN;;130,000;21;174,00;70,00;357,92;60,00;336,86;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1346;;1346;1448;CARTUCHO HP 920 XL AMARILLA;;0,0000;10,5;2320,00;70,00;4358,12;50,00;3845,40;30,00;3332,68;100,00;5127,20;CARTUCHO TINTA;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1347;;1347;1449;CARTUCHO HP 920 XL CIAN;;0,0000;10,5;2320,00;70,00;4358,12;50,00;3845,40;30,00;3332,68;100,00;5127,20;CARTUCHO TINTA;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1348;;1348;1450;CARTUCHO HP 920 XL MAGENTA;;0,0000;10,5;2320,00;70,00;4358,12;50,00;3845,40;30,00;3332,68;100,00;5127,20;CARTUCHO TINTA;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1349;;1349;1451;CARTUCHO HP 920 NEGRO;;0,0000;10,5;2900,00;70,00;5447,65;50,00;4806,75;30,00;4165,85;100,00;6409,00;CARTUCHO TINTA;;;;1;25,00;0,00;3204,50;0,00;3204,50;1;0;1;0
1350;;1350;1452;TONER ALTER. SAMSUNG 404C SL-C430/480 CIAN;;20,000;21;1392,00;70,00;2863,34;60,00;2694,91;50,00;2526,48;30,00;2189,62;CARTUCHO TONER;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
1351;;1351;1453;FICHA RJ45 X 100 CAT 6;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;30,00;999,80;100,00;1538,16;CONECTIVIDAD;MIRANDA;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
1352;;1352;1454;UBIQUITI LITEBEAM M5 LBE-M5-23;;0,0000;10,5;6380,00;50,00;10574,85;40,00;9869,86;30,00;9164,87;20,00;8459,88;CONECTIVIDAD;;;;1;55,00;0,00;7049,90;0,00;7049,90;1;0;1;1
1353;;1353;1455;LAPIZ DETECTOR VOLTAJE PROSKIT 1000v Nt-306 ;;0,0000;10,5;1856,00;70,00;3486,50;50,00;3076,32;30,00;2666,14;100,00;4101,76;ARTICULOS VARIOS;;;;1;16,00;0,00;2050,88;0,00;2050,88;1;0;1;0
1354;;1354;1456;RESMA TEMPO PREMIUM A4 75GRS;;0,0000;21;435,00;50,00;789,53;30,00;684,26;20,00;631,62;70,00;894,80;ARTICULOS DE LIBRERIA;;;;1;3,75;0,00;526,35;0,00;526,35;1;1;1;0
1355;;1355;1457;TONER ALTER. SAMSUNG 105 LASER D105L;;40,000;21;1160,00;70,00;2386,12;60,00;2245,76;50,00;2105,40;30,00;1824,68;CARTUCHO TONER;;;;1;10,00;0,00;1403,60;0,00;1403,60;1;1;1;0
1356;;1356;1458;TINTA ALTER. HP GT51 BLACK 90ml;;110,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1357;;1357;1459;TINTA ALTER. HP GT52 CIAN 90ml;;260,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1358;;1358;1460;TINTA ALTER. HP GT52 MAGENTA 90ml;;250,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1359;;1359;1461;TINTA ALTER. HP GT52 AMARILLO 90ml;;250,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1360;;1360;1462;TINTA ALTER. EPSON 664 70ML LIGHT CIAN;;10,000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
1361;;1361;1463;TINTA ALTER. EPSON 664 70ML LIGHT MAGENTA;;0,0000;21;116,00;70,00;238,61;50,00;210,54;30,00;182,47;100,00;280,72;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
1362;;1362;1464;DRUM HP 232A PRO M203/M227 S/CHIP;;40,000;21;1044,00;70,00;2147,51;60,00;2021,18;30,00;1642,21;100,00;2526,48;CARTUCHO TONER;;;;1;9,00;0,00;1263,24;0,00;1263,24;1;0;1;0
1363;;1363;1465;GABINETE COOLER MASTERBOX MB520P - ARGB C/CONTROLA;;10,000;10,5;12760,00;50,00;21149,70;40,00;19739,72;30,00;18329,74;20,00;16919,76;GABINETE;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;1;1;0
1364;;1364;1466;COMBO LOGITECH MK345 (T Y M) INALAMBRICO;;0,0000;10,5;3132,00;50,00;5191,29;40,00;4845,20;30,00;4499,12;20,00;4153,03;TECLADO;;;;1;27,00;0,00;3460,86;0,00;3460,86;1;0;1;0
1365;;1365;1467;CARGADOR DINAX TIPO C 3.1A;;0,0000;10,5;475,60;100,00;1051,08;80,00;945,97;50,00;788,31;100,00;1051,08;PLOTTER;;;;1;4,10;0,00;525,54;0,00;525,54;1;0;1;0
1366;;1366;1468;CABLE TIPO C A TIPO C 1M;;30,000;10,5;464,00;70,00;871,62;60,00;820,35;50,00;769,08;30,00;666,54;ACCESORIO CELULAR;;;;1;4,00;0,00;512,72;0,00;512,72;1;0;1;0
1367;;1367;1469;CABLE IMPRESORA 1,5M MALLADO;;30,000;10,5;174,00;100,00;384,54;80,00;346,09;50,00;288,41;150,00;480,68;PLOTTER;;;;1;1,50;0,00;192,27;0,00;192,27;1;0;1;0
1368;;1368;1470;HP LASERJET M107A LJ 21PPM 4ZB78A;;0,0000;10,5;8816,00;50,00;14612,52;30,00;12664,18;20,00;11690,02;100,00;19483,36;IMPRESORA LASER;;;;1;76,00;0,00;9741,68;0,00;9741,68;1;0;1;1
1369;;1369;1471;MICROFONO WEISRE DM-701;;20,000;10,5;928,00;70,00;1743,25;60,00;1640,70;50,00;1538,16;30,00;1333,07;MICROFONO;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
1370;;1370;1472;TINTA ALTER. EPSON 544 70ML NEGRO;;0,0000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
1371;;1371;1473;TONER ALTER. HP 83X LASERJET M127FN ;;110,000;21;580,00;70,00;1193,06;60,00;1122,88;50,00;1052,70;30,00;912,34;CARTUCHO TONER;;;;1;5,00;0,00;701,80;0,00;701,80;1;1;1;0
1372;;1372;1474;"MOCHILA NB 15,6"" KLIP KNB-468BL AZUL";;10,000;21;3712,00;50,00;6737,28;40,00;6288,13;30,00;5838,98;20,00;5389,82;ACCESORIO NOTEBOOK/TABLET;;;;1;32,00;0,00;4491,52;0,00;4491,52;1;0;1;0
1373;;1373;1475;TONER ALTER. HP CF226X;;50,000;21;1276,00;70,00;2624,73;60,00;2470,34;50,00;2315,94;30,00;2007,15;CARTUCHO TONER;;;;1;11,00;0,00;1543,96;0,00;1543,96;1;0;1;0
1374;;1374;1476;TECLADO LOGITECH K375S INALAMBRICO MULTI-DEVICE;;20,000;10,5;2668,00;50,00;4422,21;40,00;4127,40;30,00;3832,58;20,00;3537,77;TECLADO;;;;1;23,00;0,00;2948,14;0,00;2948,14;1;1;1;0
1375;;1375;1477;COMBO LOGITECH MK220 (T Y M)  INALAMBRICO;;50,000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;TECLADO;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1376;;1376;1478;SAMSUNG GALAXY WATCH ACTIVE2;;10,000;10,5;19720,00;70,00;37044,02;50,00;32685,90;30,00;28327,78;100,00;43581,20;RELOJ SMARTWATCH;;;;1;170,00;0,00;21790,60;0,00;21790,60;1;0;1;1
1377;;1377;1479;COMBO TT 4 EN 1 KNUCKER GAMING;;10,000;21;6032,00;70,00;12407,82;50,00;10948,08;30,00;9488,34;100,00;14597,44;TECLADO;;;;1;52,00;0,00;7298,72;0,00;7298,72;1;0;1;0
1378;;1378;1480;COMBO LOGITECH MK470 (T Y M) SLIM BLACK INALAMBRIC;;0,0000;10,5;4292,00;50,00;7113,99;40,00;6639,72;30,00;6165,46;20,00;5691,19;TECLADO;;;;1;37,00;0,00;4742,66;0,00;4742,66;1;0;1;0
1379;;1379;1481;TECLADO LOGITECH G213 RGB PRODIGY GAMING;;10,000;10,5;6960,00;50,00;11536,20;40,00;10767,12;30,00;9998,04;20,00;9228,96;TECLADO;;;;1;60,00;0,00;7690,80;0,00;7690,80;1;1;1;0
1380;;1380;1482;ROUTER NEXXT NEBULA 1200-AC ROMPEMUROS 4 ANTENAS;;180,000;10,5;2436,00;50,00;4037,67;40,00;3768,49;30,00;3499,31;20,00;3230,14;CONECTIVIDAD;;;;1;21,00;0,00;2691,78;0,00;2691,78;1;0;1;1
1382;;1382;1484;MOUSE LOGITECH M110 SILENT BLUE;;10,000;10,5;522,00;50,00;865,22;40,00;807,53;30,00;749,85;20,00;692,17;MOUSE;;;;1;4,50;0,00;576,81;0,00;576,81;1;1;1;0
1383;;1383;1485;CHEQUE RECHAZADO;;10,000;No Gravado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1385;;1385;1487;MF HP M428FDW LJ 40PPM WIFI EPRINT W1A30A;;0,0000;21;46400,00;50,00;84216,00;40,00;78601,60;30,00;72987,20;20,00;67372,80;IMPRESORA LASER;;;;1;400,00;0,00;56144,00;0,00;56144,00;1;0;1;1
1386;;1386;1488;TONER ALTER. HP 511A LASERJET CYAN;;10,000;21;2088,00;70,00;4295,02;60,00;4042,37;50,00;3789,72;30,00;3284,42;CARTUCHO TONER;;;;1;18,00;0,00;2526,48;0,00;2526,48;1;1;1;0
1387;;1387;1489;TONER ALTER. HP 512A LASERJET YELLOW;;10,000;21;2088,00;70,00;4295,02;60,00;4042,37;50,00;3789,72;30,00;3284,42;CARTUCHO TONER;;;;1;18,00;0,00;2526,48;0,00;2526,48;1;1;1;0
1388;;1388;1490;TONER ALTER. HP 513A LASERJET MAGENTA;;10,000;21;2088,00;70,00;4295,02;60,00;4042,37;50,00;3789,72;30,00;3284,42;CARTUCHO TONER;;;;1;18,00;0,00;2526,48;0,00;2526,48;1;1;1;0
1389;;1389;1491;JOYSTICK SOPORTE PARA CELULAR CUELLO;;0,0000;10,5;394,40;70,00;740,88;50,00;653,72;30,00;566,56;100,00;871,62;ACCESORIO GAMER;;;;1;3,40;0,00;435,81;0,00;435,81;1;0;1;0
1390;;1390;1492;TONER ORIGINAL HP 105A NEGRO;;10,000;21;5220,00;70,00;10737,54;60,00;10105,92;30,00;8211,06;20,00;7579,44;CARTUCHO TONER;;;;1;45,00;0,00;6316,20;0,00;6316,20;1;0;1;0
