;;;COD. ARTIC.;NOMBRE;;STOCK;;;;LISTA 1;;LISTA 2;;LISTA 3;;LISTA 4;CATEGORIA;;;;;;;;;;;;;
419;;419;521;ROUTER TP-LINK ARCHER C80 AC1900 DUAL BAND;;0,0000;10,5;4524,00;50,00;7498,53;40,00;6998,63;30,00;6498,73;20,00;5998,82;CONECTIVIDAD;;;;1;39,00;0,00;4999,02;0,00;4999,02;1;1;1;1
423;;423;525;WIFI USB TP-LINK TL-WN8200ND 300MPS 10 DBI WIF;;0,0000;10,5;1972,00;50,00;3268,59;40,00;3050,68;30,00;2832,78;20,00;2614,87;CONECTIVIDAD;;;;1;17,00;0,00;2179,06;0,00;2179,06;1;1;1;1
424;;424;526;UNIDAD DE VENTILACION GLC CON 2 TURBINAS;;0,0000;21;14848,00;50,00;26949,12;40,00;25152,51;30,00;23355,90;20,00;21559,30;SERVIDOR;;;;1;128,00;0,00;17966,08;0,00;17966,08;1;1;1;1
425;;425;527;JACK RJ45;;0,0000;10,5;290,00;50,00;480,68;30,00;416,59;30,00;416,59;70,00;544,77;CONECTIVIDAD;AIR SRL;;;1;2,50;0,00;320,45;0,00;320,45;1;0;1;1
426;;426;528;HALO MERCUSYS S12 PACK DE 2 MESH AC1200 WIFI SYSTE;;20,000;10,5;4060,00;50,00;6729,45;40,00;6280,82;30,00;5832,19;20,00;5383,56;CONECTIVIDAD;;;;1;35,00;0,00;4486,30;0,00;4486,30;1;1;1;1
427;;427;529;"MONITOR 23.6"" TUF VG24VQ IPS FHD 144Hz (HDMI + DP)";;0,0000;21;37120,00;50,00;67372,80;40,00;62881,28;30,00;58389,76;20,00;53898,24;MONITOR;;;;1;320,00;0,00;44915,20;0,00;44915,20;1;1;1;1
428;;428;530;"MONITOR SAMSUNG 24"" CURVO F390";;10,000;21;22040,00;50,00;40002,60;40,00;37335,76;30,00;34668,92;20,00;32002,08;MONITOR;;;;1;190,00;0,00;26668,40;0,00;26668,40;1;1;1;1
429;;429;531;"MONITOR PHILIPS 19"" LED HDMI/VGA 193V5LHSB";;10,000;21;15428,00;50,00;28001,82;40,00;26135,03;30,00;24268,24;20,00;22401,46;MONITOR;;;;1;133,00;0,00;18667,88;0,00;18667,88;1;1;1;1
430;;430;532;"MONITOR HP 20"" P204 HDMI";;0,0000;21;18560,00;0,00;22457,60;0,00;22457,60;0,00;22457,60;0,00;22457,60;MONITOR;;;;1;160,00;0,00;22457,60;0,00;22457,60;1;0;1;1
431;;431;533;"MONITOR LG LED 19"" 19M38A-B (II)";;90,000;21;14616,00;50,00;26528,04;40,00;24759,50;30,00;22990,97;20,00;21222,43;MONITOR;;;;1;126,00;0,00;17685,36;0,00;17685,36;1;0;1;1
432;;432;534;"SOPORTE INTELAID INC TS3V 17/42"" IT-TS3V";;10,000;21;330,09;65,00;659,02;50,00;599,10;30,00;519,22;100,00;798,82;SOPORTE PARA LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;1;1;0
433;;433;535;"SOPORTE INTELAID FIJO US102LV 42"" 200x200";;10,000;21;330,09;65,00;659,01;50,00;599,10;30,00;519,22;100,00;798,82;SOPORTE PARA LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;1;1;0
435;;435;537;SOPORTE KLIP XTREME KPM-300 P/MONITOR LED ARTICULA;;10,000;21;3828,00;50,00;6947,82;40,00;6484,63;30,00;6021,44;20,00;5558,26;SOPORTE PARA LED;;;;1;33,00;0,00;4631,88;0,00;4631,88;1;1;1;0
436;;436;538;SOPORTE DE TV MOVIL REFORZADO 26-55;;0,0000;10,5;3248,00;70,00;6101,37;60,00;5742,46;30,00;4665,75;20,00;4306,85;SOPORTE PARA LED;;;;1;28,00;0,00;3589,04;0,00;3589,04;1;1;1;0
437;;437;539;"SOPORTE MOVIL 32"" A 65"" REFORZADO";;0,0000;10,5;4408,00;70,00;8280,43;60,00;7793,34;50,00;7306,26;30,00;6332,09;SOPORTE PARA LED;;;;1;38,00;0,00;4870,84;0,00;4870,84;1;0;1;0
438;;438;540;SOPORTE BRAZO PARA MICROFONO ;;0,0000;21;2900,00;50,00;5263,50;40,00;4912,60;30,00;4561,70;20,00;4210,80;SOPORTE PARA LED;;;;1;25,00;0,00;3509,00;0,00;3509,00;1;0;1;0
439;;439;541;SOPORTE KANJI HOME MULTIUSO KJH-WMSOPORTE;;20,000;21;638,00;70,00;1312,37;60,00;1235,17;50,00;1157,97;30,00;1003,57;SOPORTE PARA LED;;;;1;5,50;0,00;771,98;0,00;771,98;1;0;1;0
440;;440;542;SOPORTE INTELAID Esc 3 Db3e 27 100x100;;0,0000;21;10672,00;50,00;19369,68;40,00;18078,37;30,00;16787,06;20,00;15495,74;SOPORTE PARA LED;;;;1;92,00;0,00;12913,12;0,00;12913,12;1;1;1;0
441;;441;543;DVR HIKVISION CCTV 16 CANALES HD IDS-7216HQHI-M1/F;;0,0000;21;23780,00;50,00;43160,70;40,00;40283,32;30,00;37405,94;20,00;34528,56;SEGURIDAD;;;;1;205,00;0,00;28773,80;0,00;28773,80;1;0;1;1
442;;442;544;DVR PCBOX CCTV AHD 8 CANALES 1080N HDD 1TB PURPLE ;;0,0000;21;5038,00;50,00;9143,97;30,00;7924,77;20,00;7315,18;70,00;10363,17;SEGURIDAD;FBG ENERGY SA;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;1
443;;443;545;DVR HIKVISION CCTV 4 CANALES HD-TVI (720P) D;;0,0000;21;1466,76;50,00;2662,17;30,00;2307,21;20,00;2129,74;70,00;3017,13;SEGURIDAD;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;1
444;;444;546;DVR HILOOK CCTV 8 CH TURBO HD1080P H.264+ 208G-F1;;30,000;21;4640,00;50,00;8421,60;40,00;7860,16;30,00;7298,72;20,00;6737,28;SEGURIDAD;;;;1;40,00;0,00;5614,40;0,00;5614,40;1;0;1;1
446;;446;548;CAMARA PCBOX CCTV DOMO METALICO 3.6MM CD720;;20,000;21;1218,00;50,00;2210,67;40,00;2063,29;30,00;1915,91;20,00;1768,54;SEGURIDAD;;;;1;10,50;0,00;1473,78;0,00;1473,78;1;0;1;1
447;;447;549;CAMARA PCBOX CCTV BULLET METALICO VARIFOCAL;;40,000;21;3248,00;50,00;5895,12;40,00;5502,11;30,00;5109,10;20,00;4716,10;SEGURIDAD;;;;1;28,00;0,00;3930,08;0,00;3930,08;1;0;1;1
448;;448;550;CAMARA PCBOX CCTV DOMO METALICO VARIFOCAL 2;;50,000;21;2775,88;50,00;5038,22;40,00;4702,34;30,00;4366,46;20,00;4030,58;SEGURIDAD;;;;1;23,93;0,00;3358,81;0,00;3358,81;1;0;1;1
449;;449;551;CAMARA HIKVISION CCTV 4 EN 1 BULLET HD 720P 2.8MM;;0,0000;21;2320,00;50,00;4210,80;30,00;3649,36;20,00;3368,64;70,00;4772,24;SEGURIDAD;;;;1;20,00;0,00;2807,20;0,00;2807,20;1;0;1;1
450;;450;552;CAMARA HIKVISION CCTV DOMO DS-2CE56C0T-IRPF HD720P;;0,0000;21;1403,60;50,00;2547,53;30,00;2207,86;20,00;2038,03;70,00;2887,21;SEGURIDAD;;;;1;12,10;0,00;1698,36;0,00;1698,36;1;0;1;1
451;;451;553;CAMARA WIFI EZVIZ EXTERIOR - C3WN 1080p;;0,0000;21;5336,00;50,00;9684,84;40,00;9039,18;30,00;8393,53;20,00;7747,87;SEGURIDAD;;;;1;46,00;0,00;6456,56;0,00;6456,56;1;0;1;1
452;;452;554;CAMARA HIKVISION CCTV DOMO DS-2CE56D0T-IRMF TURBO ;;20,000;21;3596,00;50,00;6526,74;40,00;6091,62;30,00;5656,51;20,00;5221,39;SEGURIDAD;;;;1;31,00;0,00;4351,16;0,00;4351,16;1;0;1;1
453;;453;555;CCTV CONVERSOR DE COAXIL A UTP (BALUNES) EN KIT X ;;520,000;21;208,80;70,00;429,50;60,00;404,24;50,00;378,97;30,00;328,44;SEGURIDAD;;;;1;1,80;0,00;252,65;0,00;252,65;1;0;1;0
454;;454;556;CCTV CABLE DERIVADOR 4 CAMARAS SEGURIDAD;;0,0000;21;198,36;70,00;408,03;60,00;384,02;50,00;360,02;30,00;312,02;SEGURIDAD;;;;1;1,71;0,00;240,02;0,00;240,02;1;0;1;0
455;;455;557;CCTV SOUND MICROFONO AMBIENTE PROFESIONAL PARA DVR;;50,000;21;464,00;70,00;954,45;60,00;898,30;50,00;842,16;30,00;729,87;SEGURIDAD;;;;1;4,00;0,00;561,44;0,00;561,44;1;0;1;0
456;;456;558;CCTV CONECTOR JACK HEMBRA A TORNILLO PARA ALIMENTA;;680,000;21;34,80;70,00;71,58;60,00;67,37;50,00;63,16;30,00;54,74;SEGURIDAD;;;;1;0,30;0,00;42,11;0,00;42,11;1;0;1;0
457;;457;559;CCTV FUENTE DE ALIMENTACION P/CAMARAS 12V 6A ;;-10,000;10,5;1276,00;70,00;2396,97;60,00;2255,97;50,00;2114,97;30,00;1832,97;SEGURIDAD;;;;1;11,00;0,00;1409,98;0,00;1409,98;1;0;1;0
458;;458;560;CCTV FUENTE DE ALIMENTACION 12V 2A;;90,000;10,5;464,00;70,00;871,62;60,00;820,35;50,00;769,08;30,00;666,54;SEGURIDAD;;;;1;4,00;0,00;512,72;0,00;512,72;1;0;1;0
459;;459;561;CABLE DE AUDIO STEREO 3.5 A 2 RCA 1.5 MTS;;0,0000;10,5;127,60;70,00;239,70;60,00;225,60;50,00;211,50;30,00;183,30;CABLE DE AUDIO;;;;1;1,10;0,00;141,00;0,00;141,00;1;0;1;0
460;;460;562;CABLE DE AUDIO STEREO 3.5 A 2 RCA 3 MTS;;20,000;10,5;197,20;70,00;370,44;60,00;348,65;50,00;326,86;30,00;283,28;CABLE DE AUDIO;;;;1;1,70;0,00;217,91;0,00;217,91;1;0;1;0
461;;461;563;CABLE DE AUDIO STEREO GTC 3.5 M/M 1,8M;;100,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CABLE DE AUDIO;;;;1;1,50;0,00;210,54;0,00;210,54;1;0;1;0
462;;462;564;CABLE DE AUDIO STEREO 3.5 M/M 1M MALLADO ;;30,000;10,5;116,00;70,00;217,91;60,00;205,09;50,00;192,27;30,00;166,63;CABLE DE AUDIO;;;;1;1,00;0,00;128,18;0,00;128,18;1;0;1;0
463;;463;565;CABLE DE AUDIO STEREO 3.5 M/M 3M;;150,000;10,5;208,80;70,00;392,23;60,00;369,16;50,00;346,09;30,00;299,94;CABLE DE AUDIO;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
464;;464;566;CABLE DE AUDIO STEREO 3.5 M/M 5M;;50,000;10,5;313,20;70,00;588,35;60,00;553,74;50,00;519,13;30,00;449,91;CABLE DE AUDIO;;;;1;2,70;0,00;346,09;0,00;346,09;1;0;1;0
466;;466;568;CABLE DE AUDIO STEREO 3.5 M/M 1.5M;;30,000;10,5;116,00;70,00;217,91;60,00;205,09;50,00;192,27;30,00;166,63;CABLE DE AUDIO;;;;1;1,00;0,00;128,18;0,00;128,18;1;0;1;0
467;;467;569;CABLE DE AUDIO/VIDEO 3 RCA A 3 RCA 1,5 MTRS;;0,0000;10,5;174,00;70,00;326,86;60,00;307,63;50,00;288,41;30,00;249,95;CABLE DE AUDIO;;;;1;1,50;0,00;192,27;0,00;192,27;1;0;1;0
468;;468;570;CABLE DE AUDIO/VIDEO 3 RCA A 3 RCA 3 MTRS;;0,0000;10,5;185,60;100,00;410,18;80,00;369,16;50,00;307,63;150,00;512,72;CABLE DE AUDIO;;;;1;1,60;0,00;205,09;0,00;205,09;1;0;1;0
469;;469;571;CABLE HDMI 1,8 M REV 1.3;;80,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CABLE DE VIDEO;;;;1;1,50;0,00;210,54;0,00;210,54;1;0;1;0
470;;470;572;CABLE HDMI 3 M MALLADO C/FILTRO;;80,000;10,5;429,20;70,00;806,25;60,00;758,83;50,00;711,40;30,00;616,55;CABLE DE VIDEO;;;;1;3,70;0,00;474,27;0,00;474,27;1;0;1;0
472;;472;574;CABLE HDMI A 3 RGB CON FILTRO 1,8 MTRS;;0,0000;10,5;50,00;120,00;121,55;100,00;110,50;50,00;90,75;150,00;138,13;CABLE DE VIDEO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
473;;473;575;CABLE HDMI 3 MTS ALTA CALIDAD 4K PLANO;;0,0000;10,5;440,80;100,00;974,17;80,00;876,75;50,00;730,63;150,00;1217,71;CABLE DE VIDEO;MIRANDA;;;1;3,80;0,00;487,08;0,00;487,08;1;0;1;0
477;;477;579;CABLE HDMI 3M PLANO MALLADO 1080P;;0,0000;10,5;417,60;70,00;784,46;60,00;738,32;50,00;692,17;30,00;599,88;CABLE DE VIDEO;;;;1;3,60;0,00;461,45;0,00;461,45;1;0;1;0
478;;478;580;CABLE HDMI/MICRO HDMI 1,5 MTRS;;0,0000;10,5;82,52;120,00;200,61;100,00;182,37;50,00;136,80;150,00;227,98;CABLE DE VIDEO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
479;;479;581;CABLE VGA M/M 1,5 M C/FILTRO;;60,000;10,5;208,80;70,00;392,23;60,00;369,16;50,00;346,09;30,00;299,94;CABLE DE VIDEO;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
480;;480;582;CABLE VGA M/M 1,5 M C/FILTRO BLANCO;;0,0000;10,5;255,20;100,00;563,99;80,00;507,59;50,00;422,99;150,00;704,99;CABLE DE VIDEO;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
481;;481;583;CABLE VGA M/M 3 MTRS C/FILTRO;;0,0000;10,5;324,80;70,00;610,14;60,00;574,25;50,00;538,36;30,00;466,58;CABLE DE VIDEO;;;;1;2,80;0,00;358,90;0,00;358,90;1;0;1;0
482;;482;584;CABLE VGA M/M 5M C/FILTRO;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;50,00;1153,62;30,00;999,80;CABLE DE VIDEO;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
483;;483;585;ADAPTADOR VGA/DVI;;60,000;10,5;49,25;120,00;119,71;100,00;108,83;50,00;81,63;150,00;136,04;CABLE DE VIDEO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
484;;484;586;FICHA HDMI H A MICRO HDMI M;;40,000;10,5;208,80;100,00;461,45;80,00;415,30;50,00;346,09;150,00;576,81;CABLE DE VIDEO;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
485;;485;587;FICHA HDMI H A MINI HDMI M;;110,000;10,5;197,20;70,00;370,44;60,00;348,65;50,00;326,86;30,00;283,28;CABLE DE VIDEO;;;;1;1,70;0,00;217,91;0,00;217,91;1;0;1;0
486;;486;588;FICHA HDMI CODO H/M;;60,000;10,5;208,80;100,00;461,45;80,00;415,30;50,00;346,09;150,00;576,81;CABLE DE VIDEO;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
487;;487;589;FICHA HDMI H/H EXTENSION;;20,000;10,5;208,80;100,00;461,45;80,00;415,30;50,00;346,09;30,00;299,94;CABLE DE VIDEO;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
490;;490;592;CONVERSOR VGA A HDMI VIDEO;;0,0000;10,5;986,00;70,00;1852,20;60,00;1743,25;50,00;1634,30;30,00;1416,39;CABLE DE VIDEO;;;;1;8,50;0,00;1089,53;0,00;1089,53;1;0;1;0
491;;491;593;USB 2.0 P/ IMPRESORA 1M;;-10,000;10,5;27,95;120,00;67,96;100,00;61,78;50,00;46,33;150,00;77,22;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
492;;492;594;USB 2.0 P/IMPRESORA 2M;;0,0000;21;54,57;120,00;145,27;100,00;132,06;50,00;99,06;150,00;165,07;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
493;;493;595;USB 2.0 P/IMPRESORA 5M;;0,0000;21;98,49;120,00;262,20;100,00;238,36;50,00;178,76;150,00;297,95;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
494;;494;596;CABLE EXTENCION USB 30 y 60cm;;0,0000;10,5;27,00;100,00;59,67;80,00;53,70;50,00;44,75;150,00;74,59;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
495;;495;597;CABLE EXTENCION USB 3M;;0,0000;10,5;127,60;100,00;282,00;80,00;253,80;50,00;211,50;150,00;352,50;CABLE DE DATOS;;;;1;1,10;0,00;141,00;0,00;141,00;1;0;1;0
496;;496;598;CABLE CARGADOR DE JOYSTICK PS3 ;;0,0000;10,5;174,00;70,00;326,86;60,00;307,63;50,00;288,41;30,00;249,95;CABLE DE DATOS;;;;1;1,50;0,00;192,27;0,00;192,27;1;0;1;0
497;;497;599;CABLE GTC PREMIUM USB A MICRO USB 1M;;0,0000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CABLE DE DATOS;;;;1;1,00;0,00;140,36;0,00;140,36;1;0;1;0
498;;498;600;CABLE PARA DISCO EXTERNO 3.0;;0,0000;10,5;197,20;100,00;435,81;80,00;392,23;50,00;326,86;150,00;544,77;CABLE DE DATOS;;;;1;1,70;0,00;217,91;0,00;217,91;1;0;1;0
499;;499;601;POWER 220V (CABLE CORRIENTE);;-30,000;21;11,60;2000,00;294,76;1500,00;224,58;1000,00;154,40;1000,00;154,40;CABLE DE DATOS;;;;1;0,10;0,00;14,04;0,00;14,04;1;0;1;0
500;;500;602;CABLE MOLEX 8 PINES;;0,0000;10,5;82,00;120,00;199,34;100,00;181,22;50,00;135,92;150,00;226,53;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
501;;501;603;CABLE SATA DATOS C/ TRABA;;10,000;10,5;92,80;100,00;205,09;80,00;184,58;50,00;153,82;30,00;133,31;CABLE DE DATOS;;;;1;0,80;0,00;102,54;0,00;102,54;1;0;1;0
502;;502;604;CABLE SATA POWER;;30,000;10,5;69,60;100,00;153,82;80,00;138,43;50,00;115,36;150,00;192,27;CABLE DE DATOS;;;;1;0,60;0,00;76,91;0,00;76,91;1;0;1;0
503;;503;605;CABLE SATA 2 POWER ;;0,0000;10,5;30,00;120,00;72,93;100,00;66,30;50,00;49,73;150,00;82,88;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
504;;504;606;CABLE Y VGA DE 1 VGA A 2 VGA;;0,0000;10,5;55,90;120,00;135,89;100,00;123,54;50,00;92,66;150,00;154,42;CABLE DE DATOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
505;;505;607;CABLE INTERLOCK ARW 2P NK220 (TIPO 8);;40,000;10,5;255,20;70,00;479,39;60,00;451,19;50,00;422,99;30,00;366,59;CABLE DE DATOS;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
506;;506;608;CABLE INTERLOCK ARW 3P NK220 (TREBOL);;0,0000;10,5;290,00;100,00;640,90;80,00;576,81;50,00;480,68;30,00;416,59;CABLE DE DATOS;;;;1;2,50;0,00;320,45;0,00;320,45;1;0;1;0
507;;507;609;HUB USB X3 PUERTOS CON CABLE 1M;;10,000;10,5;185,60;70,00;348,65;60,00;328,14;30,00;266,61;100,00;410,18;CABLE DE DATOS;MIRANDA;;;1;1,60;0,00;205,09;0,00;205,09;1;0;1;0
508;;508;610;HUB USB X7 PUERTOS CON SWITCH Y ENTRADA FUENTE;;0,0000;10,5;580,00;70,00;1089,53;60,00;1025,44;50,00;961,35;30,00;833,17;CABLE DE DATOS;;;;1;5,00;0,00;640,90;0,00;640,90;1;0;1;0
511;;511;613;LECTOR MULTI TARJETA OTG;;50,000;10,5;104,40;70,00;196,12;60,00;184,58;50,00;173,04;30,00;149,97;CABLE DE DATOS;;;;1;0,90;0,00;115,36;0,00;115,36;1;0;1;0
512;;512;614;LECTOR DE TARJETA MSD MINI;;30,000;10,5;58,00;70,00;108,95;60,00;102,54;50,00;96,14;30,00;83,32;CABLE DE DATOS;;;;1;0,50;0,00;64,09;0,00;64,09;1;0;1;0
513;;513;615;CABLE Rs232 (en blister);;30,000;10,5;493,00;70,00;926,10;60,00;871,62;50,00;817,15;30,00;708,19;CABLE DE DATOS;;;;1;4,25;0,00;544,77;0,00;544,77;1;0;1;0
514;;514;616;Placa 1 Puertos Serie + 1 Paralelo Pci Express Rs2;;10,000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;CABLE DE DATOS;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
516;;516;618;MOTHER AM4 ASUS TUF B550-PLUS GAMING;;10,000;10,5;20880,00;50,00;34608,60;40,00;32301,36;30,00;29994,12;20,00;27686,88;MOTHERBOARD;;;;1;180,00;0,00;23072,40;0,00;23072,40;1;1;1;1
517;;517;619;MOTHER 1151 GIGABYTE H310MM M.2 2.0 DDR4 INTEL;;0,0000;10,5;6380,00;50,00;10574,85;40,00;9869,86;30,00;9164,87;70,00;11984,83;MOTHERBOARD;;;;1;55,00;0,00;7049,90;0,00;7049,90;1;1;1;1
518;;518;620;MOTHER 1151 V.2 ASUS Z390 AORUS ULTRA;;0,0000;10,5;31320,00;50,00;51912,90;30,00;44991,18;20,00;41530,32;70,00;58834,62;MOTHERBOARD;;;;1;270,00;0,00;34608,60;0,00;34608,60;1;0;1;1
519;;519;621;MOTHER AM4 ASUS PRIME A320M-K ;;200,000;10,5;7076,00;50,00;11728,47;40,00;10946,57;30,00;10164,67;20,00;9382,78;MOTHERBOARD;;;;1;61,00;0,00;7818,98;0,00;7818,98;1;0;1;1
520;;520;622;MOTHER AM4 ASUS PRIME B550M-K;;0,0000;10,5;12412,00;50,00;20572,89;40,00;19201,36;30,00;17829,84;20,00;16458,31;MOTHERBOARD;;;;1;107,00;0,00;13715,26;0,00;13715,26;1;0;1;1
521;;521;623;MOTHER 1151 ASUS H110M-D PARALELO DDR4 INTEL;;0,0000;10,5;6728,00;50,00;11151,66;40,00;10408,22;30,00;9664,77;20,00;8921,33;MOTHERBOARD;;;;1;58,00;0,00;7434,44;0,00;7434,44;1;0;1;1
523;;523;625;MOTHER 1151 V.2 ASUS PRIME Z390-A INTEL DDR4;;0,0000;10,5;23200,00;50,00;38454,00;30,00;33326,80;20,00;30763,20;70,00;43581,20;MOTHERBOARD;;;;1;200,00;0,00;25636,00;0,00;25636,00;1;0;1;1
524;;524;626;MOTHER 1200 ASUS PRIME B460M-A R2.0;;90,000;10,5;10440,00;50,00;17304,30;40,00;16150,68;30,00;14997,06;20,00;13843,44;MOTHERBOARD;;;;1;90,00;0,00;11536,20;0,00;11536,20;1;0;1;1
525;;525;627;MOTHER 1200 ASUS TUF GAMING B560M-PLUS (WI-FI);;0,0000;10,5;18560,00;50,00;30763,20;40,00;28712,32;30,00;26661,44;20,00;24610,56;MOTHERBOARD;;;;1;160,00;0,00;20508,80;0,00;20508,80;1;0;1;1
526;;526;628;MICRO AMD ATHLON 320GE 3.2GHZ;;0,0000;10,5;7192,00;100,00;15894,32;80,00;14304,89;50,00;11920,74;50,00;11920,74;PROCESADOR;;;;1;62,00;0,00;7947,16;0,00;7947,16;1;1;1;1
527;;527;629;MICRO AMD APU A6-7480 1MB 3.8GHZ FM2;;40,000;10,5;5220,00;100,00;11536,20;80,00;10382,58;70,00;9805,77;60,00;9228,96;PROCESADOR;;;;1;45,00;0,00;5768,10;0,00;5768,10;1;1;1;1
528;;528;630;MICRO AMD APU A6 9500E 3.4GHZ AM4 2 CORE;;0,0000;10,5;5336,00;100,00;11792,56;100,00;11792,56;100,00;11792,56;100,00;11792,56;PROCESADOR;;;;1;46,00;0,00;5896,28;0,00;5896,28;1;1;1;1
529;;529;631;MICRO AMD RYZEN 5 3400G AM4 C/RADEON VEGA 11;;0,0000;10,5;20880,00;100,00;46144,80;100,00;46144,80;100,00;46144,80;100,00;46144,80;PROCESADOR;;;;1;180,00;0,00;23072,40;0,00;23072,40;1;0;1;1
530;;530;632;MICRO AMD APU A12 9800E 3.8GHZ AM4;;0,0000;10,5;12992,00;50,00;21534,24;40,00;20098,62;30,00;18663,01;20,00;17227,39;PROCESADOR;;;;1;112,00;0,00;14356,16;0,00;14356,16;1;0;1;1
531;;531;633;MICRO INTEL CORE I3 10100 3.6GHZ 1200;;20,000;10,5;20880,00;50,00;34608,60;40,00;32301,36;30,00;29994,12;20,00;27686,88;PROCESADOR;;;;1;180,00;0,00;23072,40;0,00;23072,40;1;0;1;1
532;;532;634;MICRO INTEL CORE I5 10600K S1200 SIN COOLER;;0,0000;10,5;29000,00;50,00;48067,50;40,00;44863,00;30,00;41658,50;20,00;38454,00;PROCESADOR;;;;1;250,00;0,00;32045,00;0,00;32045,00;1;1;1;1
533;;533;635;MICRO INTEL CELERON G3930 DUAL CORE 2MB 2.9GHZ 115;;10,000;10,5;4292,00;50,00;7113,99;40,00;6639,72;30,00;6165,46;70,00;8062,52;PROCESADOR;;;;1;37,00;0,00;4742,66;0,00;4742,66;1;0;1;1
534;;534;636;MICRO INTEL CORE I5 10400 1200 SIXCORE 12M 2.9G;;0,0000;10,5;22388,00;50,00;37108,11;40,00;34634,24;30,00;32160,36;20,00;29686,49;PROCESADOR;;;;1;193,00;0,00;24738,74;0,00;24738,74;1;0;1;1
535;;535;637;MICRO INTEL CORE I7 9700F OCORE 12M 1151 V.2;;0,0000;10,5;29000,00;50,00;48067,50;40,00;44863,00;30,00;41658,50;20,00;38454,00;PROCESADOR;;;;1;250,00;0,00;32045,00;0,00;32045,00;1;0;1;1
536;;536;638;MICRO INTEL CORE I7 11700F 2.5GHZ OCTACORE 1200;;0,0000;10,5;42920,00;50,00;71139,90;40,00;66397,24;30,00;61654,58;20,00;56911,92;PROCESADOR;;;;1;370,00;0,00;47426,60;0,00;47426,60;1;1;1;1
537;;537;639;PC LENOVO Smb V50S-07Imb I5-10400, 8Gb, 1Tb(7200);;0,0000;10,5;72500,00;50,00;120168,75;40,00;112157,50;30,00;104146,25;20,00;96135,00;CPU COMPLETA;;;;1;625,00;0,00;80112,50;0,00;80112,50;1;0;1;1
545;;545;647;GABINETE KELIX KIT T+P+M CON FUENTE 500W;;0,0000;10,5;5800,00;0,00;6409,00;0,00;6409,00;0,00;6409,00;0,00;6409,00;GABINETE;;;;1;50,00;0,00;6409,00;0,00;6409,00;1;1;1;0
546;;546;648;GABINETE CROMAX SLIM CI-S101 C/FUENTE 600W;;90,000;10,5;4640,00;50,00;7690,80;40,00;7178,08;30,00;6665,36;20,00;6152,64;GABINETE;;;;1;40,00;0,00;5127,20;0,00;5127,20;1;0;1;0
547;;547;649;GABINETE COOLER MASTERCASE H500 - ARGB C/CONTROLAD;;20,000;10,5;13920,00;50,00;23072,40;40,00;21534,24;30,00;19996,08;20,00;18457,92;GABINETE;;;;1;120,00;0,00;15381,60;0,00;15381,60;1;1;1;0
549;;549;651;GABINETE COOLER MASTERBOX MB530P - ARGB;;10,000;10,5;12760,00;50,00;21149,70;40,00;19739,72;30,00;18329,74;20,00;16919,76;GABINETE;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;1;1;0
550;;550;652;GABINETE 6810  KIT T+M FUENTE 600W ;;10,000;10,5;5800,00;50,00;9613,50;40,00;8972,60;30,00;8331,70;20,00;7690,80;GABINETE;;;;1;50,00;0,00;6409,00;0,00;6409,00;1;1;1;0
551;;551;653;GABINETE TT CORE P3 TRANSPARENT MID-T WHI;;10,000;10,5;12760,00;10,00;15509,78;0,00;14099,80;0,00;14099,80;0,00;14099,80;GABINETE;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;1;1;0
